dataset,file,split,horizon_ratio,tilt_deg,bbox_mean_cy,interpretation
curb,image692_jpg.rf.5a83528e92e3fc4b12743da300502782.jpg,train,0.384,7.5,0.484,눈높이(정면)
curb,image440_jpg.rf.2bb5eed321eb25513ff2557d708673d9.jpg,train,0.142,-14.2,0.382,눈높이(정면)
curb,image113_jpg.rf.63ad3d02a12b24a5305db2c6c88c484d.jpg,train,0.599,26.9,0.39,눈높이(정면)
curb,image42_jpg.rf.68a5216dae3604317859355336d68b30.jpg,train,0.134,-14.9,0.461,눈높이(정면)
curb,image300_jpg.rf.1697ca3d5410e892a1c9da283d963da5.jpg,train,0.262,-3.4,1.0,고각도(내려다봄)
curb,image23_jpg.rf.68158bd83d53d68f297240b1582b54fe.jpg,train,0.62,28.8,0.417,눈높이(정면)
curb,image297_jpg.rf.4467a2e622acde85eac59dae0e593d75.jpg,train,0.946,58.2,0.407,눈높이(정면)
curb,image558_jpg.rf.f459ca29b8741c51371a715f2f06546b.jpg,train,0.107,-17.3,0.519,고각도(내려다봄)
curb,image545_jpg.rf.0c7dd1069919a0ebedcd9396de456de9.jpg,train,0.574,24.7,0.436,눈높이(정면)
curb,curb9_jpg.rf.b1f07fcdea2f3b172516f0bca17b167b.jpg,train,0.755,41.0,0.046,눈높이(정면)
curb,0f2cc6f805920e3690d8b9784f335f8e_jpg.rf.50b68d3f7a89d50a128b003fd37628d2.jpg,train,0.644,30.9,0.976,고각도(내려다봄)
curb,image24_jpg.rf.dac627f49f6d0553c22c7814fdffda2d.jpg,train,0.169,-11.8,0.99,고각도(내려다봄)
curb,image477_jpg.rf.bf65ec0ee919d558d28184f2a3cef3e8.jpg,train,0.158,-12.8,0.331,눈높이(정면)
curb,image139_jpg.rf.5e4f14a1714fff7d53db8b34f18d183c.jpg,train,0.245,-5.0,0.555,고각도(내려다봄)
curb,image40_jpg.rf.e5321b2dccad0db4c2fda16d9f632bae.jpg,train,0.548,22.4,0.619,고각도(내려다봄)
curb,curb21_jpeg_jpg.rf.ed788cea190ed3012dc8a840f63d42eb.jpg,train,0.138,-14.6,0.516,고각도(내려다봄)
curb,image59_jpg.rf.86b5acb4da616260ea02a772721c0fac.jpg,train,0.579,25.1,0.428,눈높이(정면)
curb,image198_jpg.rf.9b1aa3a22b950ceb4a5a342cd9ae8449.jpg,train,0.387,7.8,0.362,눈높이(정면)
curb,image150_jpg.rf.12648af323c6b48d5c36f1c30a73b549.jpg,train,0.455,13.9,0.448,눈높이(정면)
curb,image315_jpg.rf.2d2abe0a508b8e345d10ac92d55ffbb8.jpg,train,0.654,31.9,0.5,고각도(내려다봄)
curb,image349_jpg.rf.e7e0b52caf8fdf29dcadbe2e3b063c5d.jpg,train,0.268,-2.9,0.493,눈높이(정면)
curb,image116_jpg.rf.8a2696eb225cc0411377e957de965781.jpg,train,0.839,48.6,0.534,고각도(내려다봄)
curb,0edbccc4d27d883c113e7edee8e7caf4_jpg.rf.517753be5c733e706ef70f5f37d87614.jpg,train,0.549,22.4,0.748,고각도(내려다봄)
curb,image6_jpg.rf.99bc819b105aa8d4207c7a63141e5c3a.jpg,train,0.754,40.9,0.367,눈높이(정면)
curb,image91_jpg.rf.8758090e20e4f2820382172424a902b9.jpg,train,0.664,32.8,0.545,고각도(내려다봄)
curb,image175_jpg.rf.ff204d6991d2d7f32ab50661c0a8642d.jpg,train,0.136,-14.8,0.464,눈높이(정면)
curb,image92_jpg.rf.0379deb2bb773a130cfb0a992edf2e29.jpg,train,0.922,56.0,0.409,눈높이(정면)
curb,image447_jpg.rf.5e6952bd7dc03e8d36c3d21776a882ae.jpg,train,0.175,-11.2,0.582,고각도(내려다봄)
curb,curb12_jpg.rf.c18d5c96fbcf72000852299fa2cb7979.jpg,train,0.377,7.0,0.543,고각도(내려다봄)
curb,image510_jpg.rf.1f5ec5ffad1b3181e2ebac9a6ddfe4cf.jpg,train,0.409,9.8,0.603,고각도(내려다봄)
curb,0ed0d6974fbd26e9a3e77aa1742d4bd2_jpg.rf.e2b651ffeef56a9c3951e7054ad89c49.jpg,train,0.203,-8.8,0.727,고각도(내려다봄)
curb,image441_jpg.rf.6f88b80231ddd64f9fb40a6700df9fdd.jpg,train,0.347,4.2,1.0,고각도(내려다봄)
curb,image670_jpg.rf.6e5b641e6a7963d3688ac03aa1d302c0.jpg,train,0.442,12.8,0.482,눈높이(정면)
curb,image482_jpg.rf.e09ca6088b9841e6e7808fed19b8594c.jpg,train,0.352,4.7,0.542,고각도(내려다봄)
curb,image24_jpg.rf.f0a8422a1ea2e8d2851f2abf968a6604.jpg,train,0.223,-6.9,0.788,고각도(내려다봄)
curb,image79_jpg.rf.963fb760872490a110c2ef428a037f26.jpg,train,0.448,13.4,0.442,눈높이(정면)
curb,image51_jpg.rf.f1cf4b8369efc56b60f4daaa014ff12d.jpg,train,0.739,39.5,0.779,고각도(내려다봄)
curb,image176_jpg.rf.fe619636c5a799f9a19e7c7d7bd26f07.jpg,train,0.088,-19.1,0.092,눈높이(정면)
curb,image50_jpg.rf.53c6c7e1f2b6693151a28db46dc0982c.jpg,train,0.146,-13.9,0.326,눈높이(정면)
curb,image183_jpg.rf.29d8d4ce625016c3de00a1e4c7c6fcb7.jpg,train,0.328,2.5,0.268,눈높이(정면)
curb,image609_jpg.rf.0aaf70140e385b1589be511daa7623b9.jpg,train,0.173,-11.4,0.553,고각도(내려다봄)
curb,curb7_jpg.rf.ea7efb0fbcc963219cffd929f00668bb.jpg,train,0.19,-9.9,0.156,눈높이(정면)
curb,image111_jpg.rf.0e3425ca22ec1714909c2e89e4ee3525.jpg,train,0.39,8.1,0.567,고각도(내려다봄)
curb,1cc720be67cdf3c0a320c6877eb94c87_jpg.rf.42756ea84f3265d248f81c2a890013ac.jpg,train,0.716,37.5,0.99,고각도(내려다봄)
curb,image442_jpg.rf.b653b1c6f0e873f11fc888f0627894ab.jpg,train,0.359,5.3,0.56,고각도(내려다봄)
curb,image676_jpg.rf.138f15ca8e5974555e786efef5565352.jpg,train,0.222,-7.0,0.558,고각도(내려다봄)
curb,image345_jpg.rf.9bca2369c4ff66b30ef0ec5f4147d08d.jpg,train,0.16,-12.6,0.385,눈높이(정면)
curb,image416_jpg.rf.a9736996635aa147ba9dcb52c6e01f11.jpg,train,0.407,9.7,0.516,고각도(내려다봄)
curb,image695_jpg.rf.a63ac2253783bc8f77a5f6c7b09ba098.jpg,train,0.346,4.1,0.615,고각도(내려다봄)
curb,image99_jpg.rf.eceaad72c8fa0f711ebc4d8b3e26cb52.jpg,train,0.206,-8.4,0.573,고각도(내려다봄)
curb,image136_jpg.rf.44d6cf4056a583d58063dc69af10b87b.jpg,train,0.165,-12.2,0.421,눈높이(정면)
curb,image304_jpg.rf.ce708ab436f9325dff35b962c47929b3.jpg,train,0.752,40.7,0.499,눈높이(정면)
curb,image533_jpg.rf.201b30487995c15f987020eaf6552061.jpg,train,0.552,22.6,0.173,눈높이(정면)
curb,d0ea559176e7af941d25859f5340282_jpg.rf.7f54e12adc97d6f2368534e881f1a458.jpg,train,0.426,11.3,0.64,고각도(내려다봄)
curb,image38_jpg.rf.3545ebf0d0e634f6f812f77ddd0da5d7.jpg,train,0.161,-12.6,0.62,고각도(내려다봄)
curb,image507_jpg.rf.84aa9cfdcaf28ce14d907a274e6b7515.jpg,train,0.669,33.2,0.623,고각도(내려다봄)
curb,image366_jpg.rf.db9cd0cfade11b503a33e82359cb28d6.jpg,train,0.462,14.6,0.572,고각도(내려다봄)
curb,image340_jpg.rf.c80ed130ff1b3275ea12793121660efe.jpg,train,0.388,7.9,0.357,눈높이(정면)
curb,image567_jpg.rf.9604f6508ec151add338a0fe3f60f756.jpg,train,0.517,19.5,0.494,눈높이(정면)
curb,image355_jpg.rf.c523f6a7fa2ec4099feec9de6db73045.jpg,train,0.892,53.3,0.522,고각도(내려다봄)
curb,image543_jpg.rf.3c128124c88c3263d37bb78456b3c358.jpg,train,0.128,-15.5,0.62,고각도(내려다봄)
curb,image185_jpg.rf.9603e750fc4774ae710ed7bbe756f9f8.jpg,train,0.843,48.9,0.438,눈높이(정면)
curb,image291_jpg.rf.2a98eeef70c3e349658187eeacf16c83.jpg,train,0.856,50.1,0.48,눈높이(정면)
curb,image516_jpg.rf.56fa06e482b2690ba3e1fbe21de14165.jpg,train,0.378,7.0,0.488,눈높이(정면)
curb,image69_jpg.rf.c973b07fd15ec306633f8a3822f574d9.jpg,train,0.59,26.1,0.588,고각도(내려다봄)
curb,image342_jpg.rf.4a123c96ff3d3c75bf16ff585ee4e0a0.jpg,train,0.519,19.7,0.247,눈높이(정면)
curb,image490_jpg.rf.767198a30dbb379303c476ac117a4a5e.jpg,train,0.231,-6.2,0.374,눈높이(정면)
curb,image81_jpg.rf.6290a254893a784a259db01b45cbd2cb.jpg,train,0.188,-10.1,0.477,눈높이(정면)
curb,image391_jpg.rf.704cdb44b5dd951c8361e070a210fa3c.jpg,train,0.307,0.6,0.35,눈높이(정면)
curb,image637_jpg.rf.d4e7e39e22edafce3d7bbf59d24ec80c.jpg,train,0.766,42.0,0.133,눈높이(정면)
curb,image265_jpg.rf.6aaab7f79bf66d8c94263ea1a3aa4298.jpg,train,0.958,59.2,0.485,눈높이(정면)
curb,curb18_jpeg_jpg.rf.0d2839a2253f4fc5714f4518ce457dc0.jpg,train,0.24,-5.4,0.587,고각도(내려다봄)
curb,curb22_jpeg_jpg.rf.e10a3af21c9be9743e9fdbe0e6821db8.jpg,train,0.842,48.8,0.338,눈높이(정면)
curb,image203_jpg.rf.686179aeb3c960e5479c50139196a4b2.jpg,train,0.324,2.2,0.476,눈높이(정면)
curb,image297_jpg.rf.bb5d22368385589dd8519e8e8fa5efa4.jpg,train,0.972,60.5,0.402,눈높이(정면)
curb,0ee70c7135529b40a0b461a1f59ed568_jpg.rf.8f87e6f0db86edae600e43a6e509e2e4.jpg,train,0.502,18.1,0.599,고각도(내려다봄)
curb,image47_jpg.rf.2fb05e1a705e878c920a518616acc352.jpg,train,0.819,46.7,0.502,고각도(내려다봄)
curb,image33_jpg.rf.b64499eed8ddab9d6bedf6d85645ce9f.jpg,train,0.207,-8.4,0.389,눈높이(정면)
curb,image564_jpg.rf.003d7f18724c84d5c113c4d2298297e9.jpg,train,0.095,-18.5,0.346,눈높이(정면)
curb,image241_jpg.rf.a955fafcb5f852d1b90235daa06a6bba.jpg,train,0.38,7.2,0.505,고각도(내려다봄)
curb,image110_jpg.rf.10b1d46e1a65993cabab14fd2061814a.jpg,train,0.524,20.2,0.704,고각도(내려다봄)
curb,image27_jpg.rf.e1540896c73fb0f8bece72e4d610b803.jpg,train,0.092,-18.7,0.417,눈높이(정면)
curb,image699_jpg.rf.803ba689b2ddf800413011a874cd7827.jpg,train,0.577,24.9,0.454,눈높이(정면)
curb,image311_jpg.rf.970c7abb9057e3974dc374e0848cd4a7.jpg,train,0.107,-17.3,0.442,눈높이(정면)
curb,image447_jpg.rf.b3212469277f119fdd3fe6b335f4206f.jpg,train,0.166,-12.0,0.58,고각도(내려다봄)
curb,image481_jpg.rf.ab2ff71cafddaf28635da0a4ebbce465.jpg,train,0.477,16.0,0.577,고각도(내려다봄)
curb,image181_jpg.rf.f9a16afd4d9e9ed8dc0d0956a4313c53.jpg,train,0.07,-20.7,0.503,고각도(내려다봄)
curb,3a8998da8fe4abd6cbecb12c6fc4753_jpg.rf.1dbfa735ec7aa3f98ab3162f2ecd5e1c.jpg,train,0.423,11.1,0.474,눈높이(정면)
curb,image685_jpg.rf.4bea66ef6219646b94bdfe1796596b88.jpg,train,0.185,-10.3,0.461,눈높이(정면)
curb,image91_jpg.rf.cb9ccd4f2f55d0e7a0d79f1b72e1a392.jpg,train,0.671,33.4,0.547,고각도(내려다봄)
curb,image306_jpg.rf.acfbc0d615e7becb77cbc2f4fbc3d230.jpg,train,0.156,-12.9,0.56,고각도(내려다봄)
curb,image68_jpg.rf.f42a31c6d86373a0f377e9228216501d.jpg,train,0.215,-7.7,0.425,눈높이(정면)
curb,image61_jpg.rf.40b7462a87e389e21611a0701f8b9576.jpg,train,0.455,13.9,0.913,고각도(내려다봄)
curb,image609_jpg.rf.99f92f002cae79773a8e749977e79cab.jpg,train,0.788,43.9,0.558,고각도(내려다봄)
curb,image463_jpg.rf.fcdc4c70d6ecb60a032ed0580c0df992.jpg,train,0.841,48.7,0.27,눈높이(정면)
curb,image339_jpg.rf.d5d4e21da76a3ec9fc4ba918519b9a84.jpg,train,0.555,22.9,0.464,눈높이(정면)
curb,image263_jpg.rf.6e5a9b733dc7c10481bb6e8a1b1ce586.jpg,train,0.397,8.8,0.675,고각도(내려다봄)
curb,image186_jpg.rf.a509ad55ca918a85d848c11c562832f7.jpg,train,0.859,50.3,0.5,고각도(내려다봄)
curb,curb15_jpeg_jpg.rf.a679eabc8682f4ae223b86101fa3740d.jpg,train,0.599,26.9,0.444,눈높이(정면)
curb,image28_jpg.rf.479f4a9ae0b983fcfb3b2af24eae268a.jpg,train,0.392,8.3,0.433,눈높이(정면)
curb,image177_jpg.rf.84a2902166e2c192a2b7433806ce9108.jpg,train,0.518,19.6,0.518,고각도(내려다봄)
curb,image626_jpg.rf.3008f9ca9702ce1cd2303146b0e3f796.jpg,train,0.453,13.8,0.009,눈높이(정면)
curb,image645_jpg.rf.17188cca15e5d07ab41c0d7cfde75559.jpg,train,0.784,43.5,0.358,눈높이(정면)
curb,image339_jpg.rf.61888818e128c08f8aaa25066c763d1c.jpg,train,0.497,17.7,0.468,눈높이(정면)
curb,1c9080b7a057a5b2fb63c98f201fa0dd_jpg.rf.c848a72ad024e734db4e5c6dc1716803.jpg,train,0.677,34.0,0.99,고각도(내려다봄)
curb,image198_jpg.rf.b3666da7f49116e23913fac31079be9f.jpg,train,0.882,52.4,0.344,눈높이(정면)
curb,image482_jpg.rf.b7ee09c2996b25f5aee098366de5f8c2.jpg,train,0.426,11.4,0.512,고각도(내려다봄)
curb,image676_jpg.rf.b48f59b8babde05a518a1b79c9cb7e45.jpg,train,0.605,27.4,0.557,고각도(내려다봄)
curb,image52_jpg.rf.d2fd74b091b65e6cce10214f6df3963a.jpg,train,0.295,-0.5,0.797,고각도(내려다봄)
curb,image59_jpg.rf.30ad34adc2f180c233567a4eab8501d0.jpg,train,0.189,-10.0,0.657,고각도(내려다봄)
curb,image66_jpg.rf.af7b8e3e2f52efe7e357c127e31367eb.jpg,train,0.398,8.9,0.474,눈높이(정면)
curb,image131_jpg.rf.e33252655921f152eeb8a458b014a0a3.jpg,train,0.177,-11.0,0.465,눈높이(정면)
curb,image198_jpg.rf.d7198465ef90663fb6b8eb6abf13b33a.jpg,train,0.33,2.7,0.343,눈높이(정면)
curb,image27_jpg.rf.6edfcc570bb0ac1ee049f8bce76336b1.jpg,train,0.452,13.7,0.318,눈높이(정면)
curb,image377_jpg.rf.a12526871389db1da316a6fa950bd132.jpg,train,0.577,24.9,0.584,고각도(내려다봄)
curb,image237_jpg.rf.cbc630ca4cb0bf199553ccbd5114739e.jpg,train,0.162,-12.4,0.506,고각도(내려다봄)
curb,f1bc52f3da9063a376cdb0d790b298b_jpg.rf.606ac84534ae0d2f48d73c0026a1a07d.jpg,train,0.177,-11.1,0.74,고각도(내려다봄)
curb,image636_jpg.rf.ead372aa69887a9d5334e8a3bc107066.jpg,train,0.165,-12.2,0.121,눈높이(정면)
curb,image417_jpg.rf.ab84a0deb8bfcc01dfd2827294f3cc52.jpg,train,0.331,2.8,0.391,눈높이(정면)
curb,image234_jpg.rf.73c54c4668124aa50bc2272e87f1ac7d.jpg,train,0.747,40.2,0.435,눈높이(정면)
curb,image519_jpg.rf.c696216c4eec2a99bc5824a5b17bc0ca.jpg,train,0.727,38.4,0.513,고각도(내려다봄)
curb,image627_jpg.rf.ab266cbddf51af194fae7bf9252ef7e1.jpg,train,0.45,13.5,0.255,눈높이(정면)
curb,image638_jpg.rf.0b7ccf9a658de60cd7999023b697e49d.jpg,train,0.728,38.5,0.312,눈높이(정면)
curb,image391_jpg.rf.2aa314c6ad50ecbb9845f450d7b0b176.jpg,train,0.616,28.4,0.355,눈높이(정면)
curb,image31_jpg.rf.9fdcf5c8cfc93185045de3e2e4eca95f.jpg,train,0.154,-13.2,0.187,눈높이(정면)
curb,image636_jpg.rf.38d915d2e2bcf72bdddfebb9b3148b41.jpg,train,0.191,-9.8,0.0,눈높이(정면)
curb,image379_jpg.rf.e675c5443d62ce22d2fbb6e12c87e272.jpg,train,0.265,-3.1,0.554,고각도(내려다봄)
curb,image699_jpg.rf.8c8942d50709d1f5bc284b25eeefcddd.jpg,train,0.695,35.5,0.454,눈높이(정면)
curb,image389_jpg.rf.d811daae3171a15b854f67af46ad2e76.jpg,train,0.466,14.9,0.56,고각도(내려다봄)
curb,image576_jpg.rf.dcfec98f0e7aa9a2ff0e960e02106da8.jpg,train,0.556,23.1,0.431,눈높이(정면)
curb,image201_jpg.rf.4d349c208849afc0f5214df8d74537c3.jpg,train,0.249,-4.6,0.015,눈높이(정면)
curb,image357_jpg.rf.571a61087715521af4c19fc3e605c120.jpg,train,0.312,1.1,0.753,고각도(내려다봄)
curb,image672_jpg.rf.0df01048322a54cea1d61369ab1fb76f.jpg,train,0.231,-6.2,0.413,눈높이(정면)
curb,image239_jpg.rf.67cab27cce2be05760aa0fb05abc9eb0.jpg,train,0.507,18.6,0.311,눈높이(정면)
curb,image309_jpg.rf.5bd08ba0d9e93e27a5b95637f3fed4ec.jpg,train,0.859,50.3,0.458,눈높이(정면)
curb,image588_jpg.rf.0e0759b412afc3ac429ba99da5bf28bb.jpg,train,0.341,3.7,0.381,눈높이(정면)
curb,image406_jpg.rf.e41ac9b4edafde410627bde32a657d21.jpg,train,0.215,-7.7,0.502,고각도(내려다봄)
curb,image239_jpg.rf.754e027326ed968b6095b71dc72d92c0.jpg,train,0.534,21.1,0.311,눈높이(정면)
curb,image308_jpg.rf.f88ca56e46878a19e10dbda6687508dc.jpg,train,0.681,34.3,0.5,고각도(내려다봄)
curb,image50_jpg.rf.e64ef14a4f471cdbba3c039d4d49a76d.jpg,train,0.146,-13.9,0.324,눈높이(정면)
curb,image171_jpg.rf.c6c406038f22b921344462a579c8b1ea.jpg,train,0.27,-2.7,0.497,눈높이(정면)
curb,image271_jpg.rf.d5d89574dd55894b7cfbe675cad35c44.jpg,train,0.256,-3.9,0.497,눈높이(정면)
curb,curb20_jpg.rf.eff3103f2487e6b1b641961720165c20.jpg,train,0.228,-6.5,0.332,눈높이(정면)
curb,3a8998da8fe4abd6cbecb12c6fc4753_jpg.rf.607db7511163565a37ddf962d7a11bb6.jpg,train,0.34,3.6,0.436,눈높이(정면)
curb,image40_jpg.rf.f6c72eb87f72d50d1f03954e9c1551d8.jpg,train,0.177,-11.1,0.484,눈높이(정면)
curb,image213_jpg.rf.438e5cc43a9b0b6c9db32a982b52f058.jpg,train,0.963,59.7,0.737,고각도(내려다봄)
curb,image332_jpg.rf.8f42560cedfb87ccbfbfae8e448ec9d3.jpg,train,0.843,48.9,1.0,고각도(내려다봄)
curb,image73_jpg.rf.edf1f2c32cce41a1cb05deb98a0a64d8.jpg,train,0.475,15.7,0.541,고각도(내려다봄)
curb,63f1b93fa1ee0a7767105f4f4caea5b_jpg.rf.1ea30c24ad3c75c1a0bf1647330f2ab1.jpg,train,0.338,3.4,0.426,눈높이(정면)
curb,image44_jpg.rf.d63b55b29663dca3d91e7d5af336aec4.jpg,train,0.823,47.1,0.561,고각도(내려다봄)
curb,image230_jpg.rf.dcd2e8389ac2e393699e6507a5bdd2ae.jpg,train,0.748,40.4,0.454,눈높이(정면)
curb,image8_jpg.rf.3b8e5083fa732b9f6735cd2d2b138000.jpg,train,0.342,3.8,0.392,눈높이(정면)
curb,image73_jpg.rf.643fc068e7e8a3b0f231ed9a02510b58.jpg,train,0.244,-5.1,0.006,눈높이(정면)
curb,image40_jpg.rf.d4b77bb7357b31c2064c1ac8b4464856.jpg,train,0.185,-10.3,0.484,눈높이(정면)
curb,image158_jpg.rf.f5d359d75b7ba2e44ef50c166c5ec27b.jpg,train,0.293,-0.6,0.384,눈높이(정면)
curb,image28_jpg.rf.45f609f0859d0c3942ae9d1e47551292.jpg,train,0.443,12.9,0.464,눈높이(정면)
curb,image481_jpg.rf.20574fb988b0988afd859bf986f1f5ad.jpg,train,0.359,5.3,0.578,고각도(내려다봄)
curb,image78_jpg.rf.249a0b711d9a4c62c492719173c3340b.jpg,train,0.279,-1.9,0.624,고각도(내려다봄)
curb,image699_jpg.rf.a586bf8b9afb40bf85cf78d5901076ef.jpg,train,0.433,12.0,0.455,눈높이(정면)
curb,image264_jpg.rf.4cc04e083d7e4818a9762020a6ae8e5c.jpg,train,0.545,22.0,0.423,눈높이(정면)
curb,image563_jpg.rf.5135a6d7801fc90003d4a4f62c313450.jpg,train,0.17,-11.7,0.361,눈높이(정면)
curb,image278_jpg.rf.66c504265868b1f6d2a28b3c3ded0b35.jpg,train,0.791,44.2,0.605,고각도(내려다봄)
curb,image76_jpg.rf.0775339af5d2aca7e72a85920f775050.jpg,train,0.401,9.1,0.4,눈높이(정면)
curb,d5af76b2b5c3f536ddc42602e180ac1_jpg.rf.a03f8d89ce90c705612affc071e7c0e2.jpg,train,0.305,0.4,0.559,고각도(내려다봄)
curb,image341_jpg.rf.fca74839640e746db4ab25f94e5b4a74.jpg,train,0.28,-1.8,0.525,고각도(내려다봄)
curb,image51_jpg.rf.72e540ef51ca9d989377f8b98c43864c.jpg,train,0.222,-7.0,0.558,고각도(내려다봄)
curb,image265_jpg.rf.5224a542944eb6efc88911779fe0a733.jpg,train,0.919,55.7,0.491,눈높이(정면)
curb,image552_jpg.rf.4263bdad740676169f251ba003200f7c.jpg,train,0.287,-1.2,0.369,눈높이(정면)
curb,image701_jpg.rf.e1a6c3ebaa8c044b0c63fca1ec4f102d.jpg,train,0.559,23.3,0.461,눈높이(정면)
curb,image507_jpg.rf.5466c119353ea5b8e06f61bf33738b53.jpg,train,0.591,26.2,0.622,고각도(내려다봄)
curb,image94_jpg.rf.538b0e8a39d79e84e4399d41d801817f.jpg,train,0.817,46.5,0.371,눈높이(정면)
curb,image629_jpg.rf.a7123879ed7d8d7b06e7fd18948f36c0.jpg,train,0.785,43.7,0.32,눈높이(정면)
curb,image90_jpg.rf.bfd3f6e342429375b02d8bb9ff512ccf.jpg,train,0.547,22.2,0.534,고각도(내려다봄)
curb,image343_jpg.rf.59b975d0be0a92c04ccf2a8357ba7556.jpg,train,0.56,23.4,0.332,눈높이(정면)
curb,image296_jpg.rf.88afe1900e108135d2e07dcb8f7c61c7.jpg,train,0.677,33.9,0.029,눈높이(정면)
curb,image332_jpg.rf.7100862d210b4cea33f55d6d169f2a1b.jpg,train,0.809,45.8,0.325,눈높이(정면)
curb,image695_jpg.rf.6627fee8e19854dd0edd669cac92c8d4.jpg,train,0.328,2.5,0.61,고각도(내려다봄)
curb,image690_jpg.rf.54a935c9069f7fe0217de38af5460c71.jpg,train,0.661,32.4,0.443,눈높이(정면)
curb,7e8e486c7a080dac6e9dfd4fe486189_jpg.rf.90893ab8aa558c7c42fb2b6ac9eaa247.jpg,train,0.424,11.2,0.664,고각도(내려다봄)
curb,image250_jpg.rf.aa2b77d13b59ecc670e26aa6ba5f7f8e.jpg,train,0.51,18.9,0.388,눈높이(정면)
curb,image521_jpg.rf.4b5b15a5b51fb6ba1cd6e61c500a325e.jpg,train,0.676,33.8,0.444,눈높이(정면)
curb,image253_jpg.rf.0aea35c43d44a660fd671fbce495b099.jpg,train,0.061,-21.5,0.499,눈높이(정면)
curb,0ef16147f027f1d5de9a5f1e638353dd_jpg.rf.e8b416550c120e5816d315a90ce09702.jpg,train,0.634,30.1,0.892,고각도(내려다봄)
curb,image376_jpg.rf.cbbabd6d8428791977291e8112594d83.jpg,train,0.287,-1.2,0.554,고각도(내려다봄)
curb,image631_jpg.rf.035460024439c18ab2f42f0410ac9e7b.jpg,train,0.418,10.6,0.557,고각도(내려다봄)
curb,image445_jpg.rf.5e67dc26e2deac56a1e3921efd69b524.jpg,train,0.829,47.6,0.517,고각도(내려다봄)
curb,image57_jpg.rf.3c6ff76060c0e1c28fccb10f95fc66d8.jpg,train,0.807,45.6,0.419,눈높이(정면)
curb,image221_jpg.rf.3b1f74dd65b0550dac04719ab69ea2c5.jpg,train,0.145,-13.9,0.423,눈높이(정면)
curb,image96_jpg.rf.16bc355e918083440df883ec29165d6c.jpg,train,0.07,-20.7,0.0,눈높이(정면)
curb,0edbb04e67a32abe7a007b6ab8af9304_jpg.rf.08c1bc1daf286ff6fe025273c2a92a40.jpg,train,0.529,20.6,0.649,고각도(내려다봄)
curb,image647_jpg.rf.1744ed0b8647ee64335509fd27aa7004.jpg,train,0.146,-13.9,0.0,눈높이(정면)
curb,image39_jpg.rf.45f3237e1e0144a62d2a16acdba1aa2b.jpg,train,0.83,47.7,0.531,고각도(내려다봄)
curb,image22_jpg.rf.71861cf652dfa9718f5fd5ea80750181.jpg,train,0.506,18.6,0.954,고각도(내려다봄)
curb,image191_jpg.rf.2a289962ec65b0c0d4f3158ff63d694e.jpg,train,0.313,1.2,0.452,눈높이(정면)
curb,image435_jpg.rf.32d264fa2d1cc18db2df2bd29136ac55.jpg,train,0.486,16.7,0.553,고각도(내려다봄)
curb,image23_jpg.rf.5e8d14f6629dbbdc953548c982e02ced.jpg,train,0.678,34.0,0.422,눈높이(정면)
curb,image250_jpg.rf.5cb196b273447950e6e95ed8a1305eb0.jpg,train,0.141,-14.3,0.368,눈높이(정면)
curb,image492_jpg.rf.cef46a002fa26805695f6e8bed09f9cf.jpg,train,0.549,22.4,0.39,눈높이(정면)
curb,7e8e486c7a080dac6e9dfd4fe486189_jpg.rf.8de76402c9a36bd5adc3cfca5b86a3f4.jpg,train,0.089,-19.0,0.664,고각도(내려다봄)
curb,image623_jpg.rf.6c7eec0c97aa05e7565d5c8acfb990db.jpg,train,0.18,-10.8,0.471,눈높이(정면)
curb,image182_jpg.rf.9f8d4fd75e813e91eec243b8b0fcba92.jpg,train,0.762,41.6,0.511,고각도(내려다봄)
curb,image331_jpg.rf.e2f8c7b9127f3c3fdac5353d754af7d1.jpg,train,0.704,36.4,0.0,눈높이(정면)
curb,image495_jpg.rf.31d25d44f023b4cc693ac39367e875f1.jpg,train,0.079,-19.9,0.0,눈높이(정면)
curb,image66_jpg.rf.8bcdf34bd1d88f29957eee3bc7a96332.jpg,train,0.806,45.6,0.27,눈높이(정면)
curb,0a69fb74414c74a0b5c07c2cd052dd23_jpg.rf.29e14bef5e161c2e438efbcea2301b48.jpg,train,0.548,22.3,0.845,고각도(내려다봄)
curb,image483_jpg.rf.258db25e253ff1ec6cda1f607ee6d533.jpg,train,0.511,19.0,0.427,눈높이(정면)
curb,image77_jpg.rf.bb5076dab75e0929e717243a7a98a89a.jpg,train,0.662,32.6,0.755,고각도(내려다봄)
curb,image186_jpg.rf.aef8888a1d0c2e05dd650c2a33cead75.jpg,train,0.768,42.1,0.497,눈높이(정면)
curb,image307_jpg.rf.5551edeb369dfd422fb34dd6b195439e.jpg,train,0.14,-14.4,0.433,눈높이(정면)
curb,image371_jpg.rf.7fb5bedff75c6e59da4ecba697548f5b.jpg,train,0.205,-8.5,0.0,눈높이(정면)
curb,image429_jpg.rf.ee7191e314104f4dd80c36d1c0be19bc.jpg,train,0.21,-8.1,0.47,눈높이(정면)
curb,image396_jpg.rf.81a4a49090a81c9632e5684d29c0253b.jpg,train,0.759,41.3,0.377,눈높이(정면)
curb,image634_jpg.rf.c1bc02d82573d18f46f661e53c4b70df.jpg,train,0.693,35.4,0.355,눈높이(정면)
curb,image600_jpg.rf.c139e94af253ecc687302cce08e2ce58.jpg,train,0.756,41.1,0.584,고각도(내려다봄)
